A_market,A_tier_points_level,A_bld,bookingLeadMonths,A_productName,B_AncillaryCategory
long haul,,224,7.466666667,skycouch,skycouch
pacific,,218,7.266666667,skycouch,skycouch
long haul,,75,2.5,skycouch,skycouch
long haul,,175,5.833333333,skycouch,skycouch
pacific,,56,1.866666667,skycouch,skycouch
long haul,,88,2.933333333,skycouch,skycouch
pacific,,156,5.2,skycouch,skycouch
long haul,,189,6.3,skycouch,skycouch
tasman,,29,0.966666667,skycouch,skycouch
long haul,,6,0.2,skycouch,skycouch
pacific,,31,1.033333333,skycouch,skycouch
pacific,,272,9.066666667,skycouch,skycouch
long haul,,137,4.566666667,skycouch,skycouch
long haul,,146,4.866666667,skycouch,skycouch
long haul,,235,7.833333333,skycouch,skycouch
long haul,,97,3.233333333,skycouch,skycouch
long haul,,27,0.9,skycouch,skycouch
tasman,,93,3.1,skycouch,skycouch
long haul,,323,10.76666667,skycouch,skycouch
long haul,,326,10.86666667,skycouch,skycouch
pacific,,221,7.366666667,skycouch,skycouch
pacific,,36,1.2,skycouch,skycouch
long haul,,125,4.166666667,skycouch,skycouch
pacific,,69,2.3,skycouch,skycouch
pacific,,34,1.133333333,skycouch,skycouch
long haul,,74,2.466666667,skycouch,skycouch
long haul,,18,0.6,skycouch,skycouch
long haul,,264,8.8,skycouch,skycouch
long haul,,24,0.8,skycouch,skycouch
pacific,,243,8.1,skycouch,skycouch
long haul,,199,6.633333333,skycouch,skycouch
long haul,,150,5,skycouch,skycouch
long haul,,51,1.7,skycouch,skycouch
pacific,,158,5.266666667,skycouch,skycouch
pacific,,224,7.466666667,skycouch,skycouch
long haul,,171,5.7,skycouch,skycouch
long haul,,246,8.2,skycouch,skycouch
long haul,,272,9.066666667,skycouch,skycouch
tasman,,156,5.2,skycouch,skycouch
long haul,,222,7.4,skycouch,skycouch
pacific,,79,2.633333333,skycouch,skycouch
long haul,,78,2.6,skycouch,skycouch
pacific,,72,2.4,skycouch,skycouch
long haul,,293,9.766666667,skycouch,skycouch
pacific,,24,0.8,skycouch,skycouch
pacific,,161,5.366666667,skycouch,skycouch
long haul,,14,0.466666667,skycouch,skycouch
long haul,,208,6.933333333,skycouch,skycouch
pacific,,47,1.566666667,skycouch,skycouch
long haul,,57,1.9,skycouch,skycouch
long haul,,229,7.633333333,skycouch,skycouch
long haul,,9,0.3,skycouch,skycouch
long haul,,28,0.933333333,skycouch,skycouch
long haul,,228,7.6,skycouch,skycouch
tasman,,275,9.166666667,skycouch,skycouch
long haul,,333,11.1,skycouch,skycouch
pacific,,62,2.066666667,skycouch,skycouch
pacific,,242,8.066666667,skycouch,skycouch
long haul,,30,1,skycouch,skycouch
long haul,,115,3.833333333,skycouch,skycouch
long haul,,148,4.933333333,skycouch,skycouch
long haul,,157,5.233333333,skycouch,skycouch
pacific,,63,2.1,skycouch,skycouch
,,3,0.1,edgewater,hotel
long haul,,150,5,insurance,insurance
domestic,,312,10.4,insurance,insurance
tasman,,109,3.633333333,insurance,insurance
tasman,,140,4.666666667,insurance,insurance
domestic,,332,11.06666667,insurance,insurance
domestic,,264,8.8,insurance,insurance
domestic,,217,7.233333333,insurance,insurance
pacific,,139,4.633333333,insurance,insurance
domestic,,126,4.2,insurance,insurance
pacific,,236,7.866666667,insurance,insurance
domestic,,90,3,insurance,insurance
pacific,,170,5.666666667,insurance,insurance
domestic,,157,5.233333333,insurance,insurance
pacific,,35,1.166666667,insurance,insurance
long haul,,65,2.166666667,insurance,insurance
domestic,,34,1.133333333,insurance,insurance
domestic,,68,2.266666667,insurance,insurance
domestic,,146,4.866666667,insurance,insurance
domestic,,246,8.2,insurance,insurance
pacific,,18,0.6,insurance,insurance
tasman,,138,4.6,insurance,insurance
tasman,,254,8.466666667,insurance,insurance
domestic,,187,6.233333333,insurance,insurance
tasman,,255,8.5,insurance,insurance
domestic,,41,1.366666667,insurance,insurance
tasman,,41,1.366666667,insurance,insurance
domestic,,329,10.96666667,insurance,insurance
domestic,,347,11.56666667,insurance,insurance
pacific,,68,2.266666667,insurance,insurance
tasman,,268,8.933333333,insurance,insurance
pacific,,210,7,insurance,insurance
tasman,,19,0.633333333,insurance,insurance
long haul,,21,0.7,insurance,insurance
tasman,,16,0.533333333,insurance,insurance
domestic,,169,5.633333333,insurance,insurance
tasman,,187,6.233333333,insurance,insurance
tasman,,14,0.466666667,insurance,insurance
pacific,,197,6.566666667,insurance,insurance
domestic,,203,6.766666667,insurance,insurance
long haul,,80,2.666666667,insurance,insurance
domestic,,147,4.9,insurance,insurance
pacific,,59,1.966666667,insurance,insurance
long haul,,13,0.433333333,insurance,insurance
pacific,,21,0.7,insurance,insurance
domestic,,25,0.833333333,insurance,insurance
tasman,,241,8.033333333,insurance,insurance
pacific,,261,8.7,insurance,insurance
long haul,,285,9.5,insurance,insurance
domestic,,79,2.633333333,insurance,insurance
long haul,,1,0.033333333,insurance,insurance
long haul,,11,0.366666667,insurance,insurance
long haul,,42,1.4,insurance,insurance
domestic,,103,3.433333333,insurance,insurance
domestic,,0,0,insurance,insurance
tasman,,185,6.166666667,insurance,insurance
pacific,,6,0.2,insurance,insurance
domestic,,353,11.76666667,insurance,insurance
domestic,,290,9.666666667,insurance,insurance
long haul,,119,3.966666667,insurance,insurance
tasman,,212,7.066666667,insurance,insurance
domestic,,218,7.266666667,insurance,insurance
domestic,,234,7.8,insurance,insurance
tasman,,39,1.3,insurance,insurance
tasman,,56,1.866666667,insurance,insurance
tasman,,34,1.133333333,insurance,insurance
long haul,,64,2.133333333,insurance,insurance
domestic,,314,10.46666667,insurance,insurance
pacific,,45,1.5,insurance,insurance
tasman,,136,4.533333333,insurance,insurance
tasman,,200,6.666666667,insurance,insurance
long haul,,43,1.433333333,insurance,insurance
tasman,,247,8.233333333,insurance,insurance
domestic,,241,8.033333333,insurance,insurance
domestic,,211,7.033333333,insurance,insurance
tasman,,165,5.5,insurance,insurance
domestic,,186,6.2,insurance,insurance
pacific,,194,6.466666667,insurance,insurance
tasman,,51,1.7,insurance,insurance
tasman,,100,3.333333333,insurance,insurance
pacific,,216,7.2,insurance,insurance
domestic,,299,9.966666667,insurance,insurance
domestic,,4,0.133333333,insurance,insurance
long haul,,30,1,insurance,insurance
domestic,,148,4.933333333,insurance,insurance
domestic,,102,3.4,insurance,insurance
domestic,,151,5.033333333,insurance,insurance
domestic,,72,2.4,insurance,insurance
tasman,,166,5.533333333,insurance,insurance
domestic,,145,4.833333333,insurance,insurance
domestic,,215,7.166666667,insurance,insurance
pacific,,135,4.5,insurance,insurance
domestic,,141,4.7,insurance,insurance
tasman,,33,1.1,insurance,insurance
long haul,,48,1.6,insurance,insurance
long haul,,260,8.666666667,insurance,insurance
domestic,,331,11.03333333,insurance,insurance
tasman,,114,3.8,insurance,insurance
domestic,,265,8.833333333,insurance,insurance
domestic,,168,5.6,insurance,insurance
tasman,,66,2.2,insurance,insurance
long haul,,183,6.1,insurance,insurance
domestic,,131,4.366666667,insurance,insurance
long haul,,9,0.3,insurance,insurance
long haul,,143,4.766666667,insurance,insurance
domestic,,37,1.233333333,insurance,insurance
domestic,,308,10.26666667,insurance,insurance
domestic,,127,4.233333333,insurance,insurance
long haul,,47,1.566666667,insurance,insurance
long haul,,70,2.333333333,insurance,insurance
domestic,,235,7.833333333,insurance,insurance
pacific,,160,5.333333333,insurance,insurance
domestic,,189,6.3,insurance,insurance
domestic,,281,9.366666667,insurance,insurance
long haul,,39,1.3,insurance,insurance
domestic,,143,4.766666667,insurance,insurance
domestic,,261,8.7,insurance,insurance
domestic,,345,11.5,insurance,insurance
long haul,,227,7.566666667,insurance,insurance
tasman,,245,8.166666667,insurance,insurance
domestic,,57,1.9,insurance,insurance
tasman,,46,1.533333333,insurance,insurance
domestic,,113,3.766666667,insurance,insurance
tasman,,197,6.566666667,insurance,insurance
long haul,,84,2.8,insurance,insurance
pacific,,95,3.166666667,insurance,insurance
tasman,,38,1.266666667,insurance,insurance
domestic,,259,8.633333333,insurance,insurance
tasman,,238,7.933333333,insurance,insurance
tasman,,9,0.3,insurance,insurance
tasman,,159,5.3,insurance,insurance
tasman,,13,0.433333333,insurance,insurance
domestic,,9,0.3,insurance,insurance
tasman,,128,4.266666667,insurance,insurance
tasman,,210,7,insurance,insurance
tasman,,69,2.3,insurance,insurance
tasman,,121,4.033333333,insurance,insurance
pacific,,33,1.1,insurance,insurance
long haul,,275,9.166666667,insurance,insurance
domestic,,192,6.4,insurance,insurance
domestic,,313,10.43333333,insurance,insurance
tasman,,80,2.666666667,insurance,insurance
domestic,,119,3.966666667,insurance,insurance
domestic,,129,4.3,insurance,insurance
pacific,,62,2.066666667,insurance,insurance
domestic,,45,1.5,insurance,insurance
pacific,,39,1.3,insurance,insurance
domestic,,229,7.633333333,insurance,insurance
tasman,,170,5.666666667,insurance,insurance
tasman,,23,0.766666667,insurance,insurance
domestic,,260,8.666666667,insurance,insurance
tasman,,21,0.7,insurance,insurance
tasman,,85,2.833333333,insurance,insurance
long haul,,287,9.566666667,insurance,insurance
domestic,,258,8.6,insurance,insurance
pacific,,211,7.033333333,insurance,insurance
domestic,,197,6.566666667,insurance,insurance
domestic,,87,2.9,insurance,insurance
pacific,,17,0.566666667,insurance,insurance
tasman,,44,1.466666667,insurance,insurance
domestic,,29,0.966666667,insurance,insurance
tasman,,164,5.466666667,insurance,insurance
domestic,,117,3.9,insurance,insurance
pacific,,10,0.333333333,insurance,insurance
domestic,,230,7.666666667,insurance,insurance
domestic,,99,3.3,insurance,insurance
tasman,,106,3.533333333,insurance,insurance
tasman,,215,7.166666667,insurance,insurance
domestic,,159,5.3,insurance,insurance
domestic,,14,0.466666667,insurance,insurance
domestic,,97,3.233333333,insurance,insurance
domestic,,160,5.333333333,insurance,insurance
long haul,,102,3.4,insurance,insurance
tasman,,92,3.066666667,insurance,insurance
long haul,,5,0.166666667,insurance,insurance
pacific,,166,5.533333333,insurance,insurance
domestic,,254,8.466666667,insurance,insurance
domestic,,134,4.466666667,insurance,insurance
domestic,,69,2.3,insurance,insurance
tasman,,235,7.833333333,insurance,insurance
long haul,,44,1.466666667,insurance,insurance
domestic,,274,9.133333333,insurance,insurance
tasman,,95,3.166666667,insurance,insurance
domestic,,64,2.133333333,insurance,insurance
tasman,,54,1.8,insurance,insurance
tasman,,283,9.433333333,insurance,insurance
domestic,,195,6.5,insurance,insurance
tasman,,154,5.133333333,insurance,insurance
domestic,,185,6.166666667,insurance,insurance
pacific,,2,0.066666667,insurance,insurance
domestic,,207,6.9,insurance,insurance
long haul,,40,1.333333333,insurance,insurance
domestic,,36,1.2,insurance,insurance
domestic,,85,2.833333333,insurance,insurance
tasman,,233,7.766666667,insurance,insurance
pacific,,31,1.033333333,insurance,insurance
domestic,,60,2,insurance,insurance
tasman,,171,5.7,insurance,insurance
domestic,,139,4.633333333,insurance,insurance
tasman,,91,3.033333333,insurance,insurance
tasman,,266,8.866666667,insurance,insurance
long haul,,318,10.6,insurance,insurance
tasman,,15,0.5,insurance,insurance
pacific,,285,9.5,insurance,insurance
domestic,,171,5.7,insurance,insurance
tasman,,61,2.033333333,insurance,insurance
pacific,,185,6.166666667,insurance,insurance
domestic,,206,6.866666667,insurance,insurance
tasman,,1,0.033333333,insurance,insurance
pacific,,48,1.6,insurance,insurance
long haul,,145,4.833333333,insurance,insurance
domestic,,48,1.6,insurance,insurance
domestic,,62,2.066666667,insurance,insurance
pacific,,4,0.133333333,insurance,insurance
domestic,,130,4.333333333,insurance,insurance
domestic,,232,7.733333333,insurance,insurance
domestic,,30,1,insurance,insurance
long haul,,133,4.433333333,insurance,insurance
long haul,,7,0.233333333,insurance,insurance
domestic,,91,3.033333333,insurance,insurance
long haul,,90,3,insurance,insurance
pacific,,151,5.033333333,insurance,insurance
long haul,,17,0.566666667,insurance,insurance
pacific,,126,4.2,insurance,insurance
domestic,,6,0.2,insurance,insurance
tasman,,105,3.5,insurance,insurance
domestic,,237,7.9,insurance,insurance
tasman,,161,5.366666667,insurance,insurance
domestic,,252,8.4,insurance,insurance
domestic,,31,1.033333333,insurance,insurance
domestic,,271,9.033333333,insurance,insurance
tasman,,253,8.433333333,insurance,insurance
tasman,,213,7.1,insurance,insurance
domestic,,346,11.53333333,insurance,insurance
pacific,,3,0.1,insurance,insurance
tasman,,127,4.233333333,insurance,insurance
domestic,,210,7,insurance,insurance
tasman,,118,3.933333333,insurance,insurance
pacific,,14,0.466666667,insurance,insurance
long haul,,327,10.9,insurance,insurance
tasman,,160,5.333333333,insurance,insurance
tasman,,90,3,insurance,insurance
domestic,,196,6.533333333,insurance,insurance
tasman,,52,1.733333333,insurance,insurance
pacific,,310,10.33333333,insurance,insurance
tasman,,144,4.8,insurance,insurance
domestic,,276,9.2,insurance,insurance
domestic,,150,5,insurance,insurance
domestic,,149,4.966666667,insurance,insurance
long haul,,132,4.4,insurance,insurance
tasman,,158,5.266666667,insurance,insurance
pacific,,16,0.533333333,insurance,insurance
tasman,,74,2.466666667,insurance,insurance
long haul,,250,8.333333333,insurance,insurance
long haul,,174,5.8,insurance,insurance
long haul,,3,0.1,insurance,insurance
tasman,,88,2.933333333,insurance,insurance
tasman,,30,1,insurance,insurance
pacific,,52,1.733333333,insurance,insurance
tasman,,293,9.766666667,insurance,insurance
long haul,,56,1.866666667,insurance,insurance
domestic,,74,2.466666667,insurance,insurance
pacific,,288,9.6,insurance,insurance
domestic,,136,4.533333333,insurance,insurance
long haul,,205,6.833333333,insurance,insurance
domestic,,142,4.733333333,insurance,insurance
long haul,,46,1.533333333,insurance,insurance
domestic,,124,4.133333333,insurance,insurance
domestic,,109,3.633333333,insurance,insurance
pacific,,217,7.233333333,insurance,insurance
tasman,,209,6.966666667,insurance,insurance
pacific,,118,3.933333333,insurance,insurance
pacific,,54,1.8,insurance,insurance
tasman,,183,6.1,insurance,insurance
long haul,,122,4.066666667,insurance,insurance
pacific,,193,6.433333333,insurance,insurance
pacific,,44,1.466666667,insurance,insurance
long haul,,23,0.766666667,insurance,insurance
domestic,,94,3.133333333,insurance,insurance
tasman,,234,7.8,insurance,insurance
domestic,,257,8.566666667,insurance,insurance
domestic,,213,7.1,insurance,insurance
pacific,,140,4.666666667,insurance,insurance
domestic,,286,9.533333333,insurance,insurance
pacific,,171,5.7,insurance,insurance
long haul,,282,9.4,insurance,insurance
domestic,,50,1.666666667,insurance,insurance
long haul,,184,6.133333333,insurance,insurance
domestic,,272,9.066666667,insurance,insurance
long haul,,134,4.466666667,insurance,insurance
tasman,,191,6.366666667,insurance,insurance
tasman,,313,10.43333333,insurance,insurance
tasman,,148,4.933333333,insurance,insurance
domestic,,132,4.4,insurance,insurance
long haul,,105,3.5,insurance,insurance
pacific,,147,4.9,insurance,insurance
pacific,,96,3.2,insurance,insurance
pacific,,104,3.466666667,insurance,insurance
long haul,,27,0.9,insurance,insurance
tasman,,168,5.6,insurance,insurance
pacific,,172,5.733333333,insurance,insurance
tasman,,0,0,insurance,insurance
pacific,,144,4.8,insurance,insurance
long haul,,95,3.166666667,insurance,insurance
long haul,,78,2.6,insurance,insurance
tasman,,4,0.133333333,insurance,insurance
pacific,,264,8.8,insurance,insurance
pacific,,11,0.366666667,insurance,insurance
tasman,,103,3.433333333,insurance,insurance
tasman,,190,6.333333333,insurance,insurance
domestic,,295,9.833333333,insurance,insurance
long haul,,57,1.9,insurance,insurance
domestic,,70,2.333333333,insurance,insurance
domestic,,49,1.633333333,insurance,insurance
tasman,,76,2.533333333,insurance,insurance
long haul,,14,0.466666667,insurance,insurance
tasman,,116,3.866666667,insurance,insurance
long haul,,19,0.633333333,insurance,insurance
tasman,,201,6.7,insurance,insurance
pacific,,134,4.466666667,insurance,insurance
pacific,,132,4.4,insurance,insurance
long haul,,62,2.066666667,insurance,insurance
domestic,,267,8.9,insurance,insurance
domestic,,172,5.733333333,insurance,insurance
domestic,,23,0.766666667,insurance,insurance
tasman,,68,2.266666667,insurance,insurance
domestic,,78,2.6,insurance,insurance
tasman,,172,5.733333333,insurance,insurance
long haul,,137,4.566666667,insurance,insurance
domestic,,98,3.266666667,insurance,insurance
pacific,,57,1.9,insurance,insurance
tasman,,162,5.4,insurance,insurance
tasman,,328,10.93333333,insurance,insurance
domestic,,310,10.33333333,insurance,insurance
domestic,,293,9.766666667,insurance,insurance
tasman,,117,3.9,insurance,insurance
domestic,,104,3.466666667,insurance,insurance
domestic,,255,8.5,insurance,insurance
domestic,,114,3.8,insurance,insurance
pacific,,37,1.233333333,insurance,insurance
pacific,,24,0.8,insurance,insurance
domestic,,22,0.733333333,insurance,insurance
domestic,,275,9.166666667,insurance,insurance
tasman,,59,1.966666667,insurance,insurance
tasman,,281,9.366666667,insurance,insurance
tasman,,305,10.16666667,insurance,insurance
domestic,,46,1.533333333,insurance,insurance
tasman,,189,6.3,insurance,insurance
pacific,,208,6.933333333,insurance,insurance
long haul,,72,2.4,insurance,insurance
tasman,,79,2.633333333,insurance,insurance
domestic,,216,7.2,insurance,insurance
domestic,,166,5.533333333,insurance,insurance
pacific,,141,4.7,insurance,insurance
domestic,,110,3.666666667,insurance,insurance
long haul,,97,3.233333333,insurance,insurance
tasman,,28,0.933333333,insurance,insurance
tasman,,142,4.733333333,insurance,insurance
pacific,,75,2.5,insurance,insurance
tasman,,37,1.233333333,insurance,insurance
pacific,,22,0.733333333,insurance,insurance
pacific,,341,11.36666667,insurance,insurance
domestic,,67,2.233333333,insurance,insurance
domestic,,105,3.5,insurance,insurance
domestic,,238,7.933333333,insurance,insurance
tasman,,132,4.4,insurance,insurance
pacific,,190,6.333333333,insurance,insurance
pacific,,9,0.3,insurance,insurance
domestic,,82,2.733333333,insurance,insurance
domestic,,161,5.366666667,insurance,insurance
domestic,,301,10.03333333,insurance,insurance
tasman,,112,3.733333333,insurance,insurance
tasman,,102,3.4,insurance,insurance
long haul,,0,0,insurance,insurance
long haul,,118,3.933333333,insurance,insurance
tasman,,179,5.966666667,insurance,insurance
pacific,,130,4.333333333,insurance,insurance
